time_min,t_target_c,t_c,t_sec_c,log_leak_mbar_l_s,heater_v,time_h
94.238817,481.194087,481.194087,419.640916,-8.379897,5.056932,1.57064695
94.331989,481.659945,481.659945,419.983075,-8.382545,5.057914,1.5721998166666666
94.425271,482.126353,482.126353,418.198468,-8.380375,5.223021,1.5737545166666667
94.518222,482.591109,482.591109,415.788319,-8.382194,5.288012,1.5753036999999999
94.61176,483.058802,483.058802,415.224494,-8.37961,5.233231,1.5768626666666667
94.704714,483.523568,483.523568,415.731331,-8.374983,5.148843,1.5784118999999999
94.797867,483.989334,483.989334,416.517408,-8.365284,5.05171,1.5799644499999999
94.890885,484.454424,484.454424,417.545014,-8.352778,4.935864,1.58151475
94.984144,484.920718,484.920718,418.582357,-8.347609,4.82857,1.5830690666666667
95.07712,485.385602,485.385602,419.656449,-8.33724,4.721417,1.5846186666666666
95.170858,485.854291,485.854291,420.655185,-8.328307,4.63114,1.5861809666666666
95.264033,486.320165,486.320165,421.58918,-8.320394,4.556441,1.5877338833333332
95.35721,486.786052,486.786052,422.356756,-8.309643,4.510122,1.5892868333333332
95.450265,487.251327,487.251327,423.023447,-8.304346,4.47443,1.59083775
95.543231,487.716154,487.716154,423.526064,-8.296434,4.459153,1.5923871833333334
95.63671,488.183552,488.183552,423.896816,-8.294743,4.466833,1.5939451666666666
95.730185,488.650924,488.650924,424.166318,-8.291042,4.485687,1.5955030833333335
95.823488,489.117441,489.117441,424.306464,-8.28833,4.521785,1.5970581333333334
95.916942,489.584708,489.584708,424.39307,-8.29034,4.570501,1.5986157
96.009916,490.049579,490.049579,424.398019,-8.287182,4.628305,1.6001652666666668
96.103135,490.515674,490.515674,424.318162,-8.291744,4.695506,1.6017189166666665
96.196627,490.983133,490.983133,424.252701,-8.296083,4.764986,1.6032771166666668
96.289793,491.448966,491.448966,424.196237,-8.300039,4.836455,1.6048298833333334
96.382879,491.914394,491.914394,424.138424,-8.308015,4.905704,1.6063813166666667
96.47608,492.380401,492.380401,424.100406,-8.312482,4.971694,1.6079346666666665
96.568999,492.844994,492.844994,424.086684,-8.31529,5.038316,1.6094833166666667
96.662263,493.311314,493.311314,424.151696,-8.323234,5.095415,1.6110377166666665
96.755213,493.776064,493.776064,424.254051,-8.327764,5.145353,1.6125868833333332
96.848758,494.24379,494.24379,424.397569,-8.336379,5.18788,1.6141459666666667
96.941921,494.709607,494.709607,424.642983,-8.342313,5.22308,1.6156986833333333
97.035486,495.177428,495.177428,424.947095,-8.342887,5.241729,1.6172581000000001
97.128867,495.644333,495.644333,425.239498,-8.347226,5.253881,1.61881445
97.222434,496.112168,496.112168,425.685276,-8.348917,5.252406,1.6203739000000001
97.315917,496.579584,496.579584,426.047815,-8.352172,5.249018,1.62193195
97.409083,497.045415,497.045415,426.336573,-8.349109,5.235221,1.6234847166666666
97.502401,497.512005,497.512005,426.729211,-8.353193,5.214965,1.6250400166666668
97.595485,497.977423,497.977423,427.187487,-8.34745,5.188211,1.6265914166666666
97.688837,498.444187,498.444187,427.700594,-8.350704,5.163557,1.6281472833333335
97.781803,498.909016,498.909016,428.24042,-8.348503,5.136766,1.6296967166666667
97.874956,499.37478,499.37478,428.839555,-8.346556,5.107937,1.6312492666666667
97.96821,499.841052,499.841052,429.408295,-8.34544,5.084665,1.6328035
98.061713,500.308565,500.308565,429.982836,-8.343238,5.061613,1.6343618833333333
98.155232,500.776161,500.776161,430.535082,-8.3441,5.039313,1.6359205333333333
98.248181,501.240905,501.240905,431.02953,-8.33807,5.024872,1.6374696833333333
98.341111,501.705557,501.705557,431.523048,-8.340941,5.008632,1.6390185166666666
98.434604,502.173018,502.173018,431.96148,-8.339888,5.006826,1.6405767333333332
98.528131,502.640657,502.640657,432.40191,-8.34276,4.997013,1.6421355166666667
98.621402,503.10701,503.10701,432.75963,-8.345121,5.0038,1.6436900333333333
98.714551,503.572754,503.572754,433.147216,-8.345216,5.006607,1.6452425166666667
98.807816,504.03908,504.03908,433.462889,-8.347609,5.019297,1.6467969333333334
98.901316,504.506578,504.506578,433.793603,-8.349906,5.028645,1.6483552666666665
98.99427,504.971349,504.971349,434.091503,-8.355075,5.047193,1.6499045
99.087506,505.43753,505.43753,434.395234,-8.359797,5.063932,1.6514584333333333
99.181288,505.90644,505.90644,434.632685,-8.361679,5.086097,1.6530214666666665
99.274441,506.372207,506.372207,434.889448,-8.368443,5.109743,1.6545740166666667
99.367445,506.837225,506.837225,435.166644,-8.372463,5.13057,1.6561240833333335
99.460677,507.303387,507.303387,435.448324,-8.376419,5.150504,1.65767795
99.553663,507.768313,507.768313,435.708657,-8.382226,5.168098,1.6592277166666667
99.646617,508.233084,508.233084,435.964715,-8.384459,5.189894,1.66077695
99.740097,508.700487,508.700487,436.271076,-8.389468,5.204346,1.6623349500000002
99.833617,509.168086,509.168086,436.604602,-8.392754,5.217619,1.6638936166666667
99.92655,509.63275,509.63275,436.930256,-8.394413,5.228819,1.6654425000000002
100.019835,510.099174,510.099174,437.267801,-8.399135,5.239837,1.66699725
100.113006,510.565029,510.565029,437.615439,-8.403602,5.246419,1.6685501
100.206265,511.031323,511.031323,437.952735,-8.408292,5.258599,1.6701044166666668
100.29953,511.497651,511.497651,438.372205,-8.411387,5.264033,1.6716588333333333
100.392647,511.963237,511.963237,438.767631,-8.412152,5.263172,1.6732107833333332
100.486233,512.431166,512.431166,439.179656,-8.415981,5.263831,1.67477055
100.57919,512.89595,512.89595,439.624894,-8.417991,5.262624,1.6763198333333333
100.672131,513.360653,513.360653,440.050131,-8.4215,5.261254,1.6778688499999999
100.765383,513.826913,513.826913,440.511496,-8.426733,5.261928,1.67942305
100.85863,514.293151,514.293151,440.951514,-8.431104,5.261143,1.6809771666666669
100.951618,514.758092,514.758092,441.366596,-8.432571,5.260364,1.6825269666666667
101.044499,515.222494,515.222494,441.852148,-8.439335,5.26001,1.6840749833333333
101.137987,515.689936,515.689936,442.262258,-8.440548,5.259925,1.6856331166666665
101.231003,516.155013,516.155013,442.719715,-8.443738,5.258933,1.6871833833333334
101.324175,516.620876,516.620876,443.150668,-8.447662,5.263424,1.68873625
101.417681,517.088407,517.088407,443.563875,-8.452863,5.270457,1.6902946833333334
101.511164,517.555822,517.555822,443.963602,-8.453278,5.273644,1.6918527333333333
101.604469,518.022345,518.022345,444.369375,-8.457266,5.281637,1.6934078166666666
101.697721,518.488605,518.488605,444.758753,-8.461573,5.287785,1.6949620166666668
101.790639,518.953193,518.953193,445.154179,-8.466997,5.297782,1.69651065
101.883577,519.417887,519.417887,445.52603,-8.471304,5.30636,1.6980596166666666
101.977021,519.885105,519.885105,445.893382,-8.477142,5.319469,1.6996170166666666
102.070614,520.353068,520.353068,446.237388,-8.480109,5.331002,1.7011769
102.163761,520.818803,520.818803,446.62357,-8.483427,5.338728,1.7027293499999998
102.257062,521.285309,521.285309,446.981021,-8.489808,5.35117,1.7042843666666667
102.350012,521.75006,521.75006,447.383564,-8.494307,5.35853,1.7058335333333334
102.443238,522.216192,522.216192,447.74885,-8.50072,5.369268,1.7073873
102.535668,522.678338,522.678338,448.110762,-8.50273,5.381291,1.7089278
102.628567,523.142837,523.142837,448.471319,-8.507196,5.391103,1.7104761166666667
102.721119,523.605594,523.605594,448.855202,-8.508919,5.401433,1.71201865
102.813559,524.067795,524.067795,449.265998,-8.515332,5.406487,1.7135593166666667
102.906185,524.530926,524.530926,449.615986,-8.516353,5.418625,1.7151030833333332
102.998734,524.993671,524.993671,450.024521,-8.519863,5.425864,1.7166455666666667
103.091143,525.455715,525.455715,450.426765,-8.520947,5.434455,1.7181857166666668
103.183781,525.918903,525.918903,450.807689,-8.52685,5.445068,1.7197296833333333
103.276553,526.382765,526.382765,451.239079,-8.533231,5.447659,1.7212758833333335
103.369565,526.847825,526.847825,451.68033,-8.537985,5.452661,1.7228260833333333
103.462005,527.310025,527.310025,452.105196,-8.540026,5.457774,1.7243667500000002
103.554625,527.773123,527.773123,452.547999,-8.543472,5.460052,1.7259104166666668
103.647189,528.235947,528.235947,452.975091,-8.544461,5.465519,1.7274531499999999
103.739833,528.699163,528.699163,453.407782,-8.54963,5.471723,1.7289972166666667
103.832815,529.164073,529.164073,453.849887,-8.549502,5.476793,1.7305469166666667
103.925501,529.627503,529.627503,454.297142,-8.55483,5.480929,1.7320916833333333
104.018269,530.091346,530.091346,454.763679,-8.560956,5.483046,1.7336378166666668
104.110631,530.553156,530.553156,455.177723,-8.563764,5.488662,1.7351771833333334
104.203416,531.017082,531.017082,455.590416,-8.568485,5.492299,1.7367236000000001
104.296318,531.481589,531.481589,455.990094,-8.565742,5.501701,1.7382719666666666
104.38885,531.94425,531.94425,456.420044,-8.572442,5.504484,1.7398141666666667
104.481538,532.407692,532.407692,456.818141,-8.57359,5.511495,1.7413589666666667
104.574023,532.870114,532.870114,457.230138,-8.581598,5.516989,1.7429003833333332
104.666457,533.332284,533.332284,457.648186,-8.583959,5.522532,1.74444095
104.758764,533.793821,533.793821,458.023393,-8.587724,5.53176,1.7459794
104.851097,534.255487,534.255487,458.425732,-8.586799,5.536894,1.7475182833333334
104.943797,534.718984,534.718984,458.809229,-8.592605,5.543006,1.7490632833333335
105.03642,535.1821,535.1821,459.139123,-8.597933,5.556711,1.750607
105.129227,535.646134,535.646134,459.555579,-8.601028,5.564141,1.7521537833333334
105.22194,536.1097,536.1097,459.97091,-8.603804,5.571239,1.7536990000000001
105.314377,536.571886,536.571886,460.349683,-8.606771,5.579639,1.7552396166666666
105.406808,537.034039,537.034039,460.735181,-8.613471,5.589034,1.7567801333333333
105.49942,537.4971,537.4971,461.142877,-8.617268,5.599454,1.7583236666666666
105.591682,537.958409,537.958409,461.511101,-8.618225,5.608657,1.7598613666666667
105.684023,538.420115,538.420115,461.926639,-8.623585,5.617041,1.7614003833333334
105.77631,538.881549,538.881549,462.363702,-8.627924,5.627924,1.7629385
105.869306,539.346531,539.346531,462.811076,-8.633443,5.635107,1.7644884333333333
105.96191,539.809552,539.809552,463.266072,-8.63322,5.639851,1.7660318333333334
106.05438,540.271901,540.271901,463.669264,-8.640175,5.648504,1.7675729999999998
106.147168,540.735841,540.735841,464.172465,-8.642121,5.650608,1.7691194666666665
106.239621,541.198105,541.198105,464.576548,-8.647928,5.657042,1.77066035
106.331789,541.658945,541.658945,465.029736,-8.650417,5.658474,1.7721964833333332
106.424218,542.121088,542.121088,465.470589,-8.656255,5.666384,1.7737369666666667
106.517148,542.585738,542.585738,465.899554,-8.656925,5.674967,1.7752858
106.609618,543.048089,543.048089,466.338831,-8.667103,5.678553,1.7768269666666667
106.702556,543.51278,543.51278,466.791335,-8.6694,5.684808,1.7783759333333333
106.795288,543.976442,543.976442,467.204371,-8.671027,5.695871,1.7799214666666667
106.888237,544.441185,544.441185,467.646555,-8.671219,5.704744,1.7814706166666667
106.980753,544.903764,544.903764,468.057791,-8.674888,5.711491,1.78301255
107.073481,545.367404,545.367404,468.523961,-8.677089,5.719919,1.7845580166666666
107.166211,545.831056,545.831056,468.977795,-8.683151,5.72772,1.7861035166666668
107.258358,546.29179,546.29179,469.425796,-8.68481,5.731986,1.7876393
107.350549,546.752745,546.752745,469.860564,-8.687299,5.739825,1.7891758166666667
107.443036,547.215181,547.215181,470.260574,-8.693424,5.752117,1.7907172666666669
107.535621,547.678103,547.678103,470.710582,-8.700762,5.758362,1.79226035
107.628164,548.14082,548.14082,471.122021,-8.703091,5.767188,1.7938027333333333
107.720791,548.603956,548.603956,471.585697,-8.709568,5.773959,1.7953465166666667
107.813837,549.069187,549.069187,472.021119,-8.712822,5.782224,1.7968972833333334
107.906205,549.531025,549.531025,472.452276,-8.713269,5.790772,1.79843675
107.998738,549.993688,549.993688,472.910781,-8.719267,5.795,1.7999789666666668
108.091184,550.455919,550.455919,473.312333,-8.719458,5.805239,1.8015197333333333
108.183579,550.917893,550.917893,473.773741,-8.720767,5.81035,1.80305965
108.276493,551.382467,551.382467,474.231108,-8.727147,5.818871,1.8046082166666666
108.369203,551.846015,551.846015,474.721648,-8.730753,5.823632,1.8061533833333334
108.462183,552.310916,552.310916,475.147837,-8.731646,5.831415,1.80770305
108.554748,552.773741,552.773741,475.624237,-8.736049,5.838504,1.8092458
108.646914,553.234569,553.234569,476.099507,-8.736081,5.840763,1.8107818999999998
108.739568,553.697838,553.697838,476.522758,-8.737867,5.850543,1.8123261333333334
108.832485,554.162426,554.162426,477.04643,-8.742302,5.850856,1.81387475
108.925044,554.625221,554.625221,477.556189,-8.746227,5.857466,1.8154174
109.017683,555.088417,555.088417,478.037018,-8.748141,5.866196,1.8169613833333333
109.110467,555.552336,555.552336,478.537111,-8.749194,5.87519,1.8185077833333334
109.202657,556.013285,556.013285,479.137829,-8.754362,5.877223,1.8200442833333335
109.295293,556.476463,556.476463,479.705574,-8.75835,5.88358,1.8215882166666666
109.388231,556.941156,556.941156,480.217937,-8.757872,5.887963,1.8231371833333334
109.481023,557.405114,557.405114,480.688818,-8.763997,5.88912,1.8246837166666665
109.573206,557.86603,557.86603,481.198003,-8.765784,5.896991,1.8262201
109.665638,558.328192,558.328192,481.653157,-8.77124,5.900454,1.8277606333333334
109.758382,558.791911,558.791911,482.116358,-8.773441,5.907856,1.8293063666666667
109.85081,559.254051,559.254051,482.561164,-8.773505,5.91393,1.8308468333333332
109.943464,559.717319,559.717319,482.987127,-8.776632,5.919291,1.8323910666666667
110.035983,560.179915,560.179915,483.400746,-8.784289,5.928182,1.83393305
110.128585,560.642926,560.642926,483.836078,-8.786745,5.933442,1.8354764166666666
110.221558,561.107792,561.107792,484.26825,-8.793254,5.938787,1.8370259666666666
110.314348,561.571739,561.571739,484.677996,-8.795424,5.949934,1.8385724666666665
110.406552,562.032759,562.032759,485.093991,-8.797274,5.957785,1.8401092000000001
110.499031,562.495156,562.495156,485.490025,-8.80005,5.969884,1.8416505166666668
110.591681,562.958404,562.958404,485.898803,-8.809143,5.977763,1.8431946833333333
110.684303,563.421514,563.421514,486.276647,-8.810514,5.989946,1.8447383833333333
110.776837,563.884185,563.884185,486.71919,-8.813386,5.997328,1.8462806166666668
110.869029,564.345146,564.345146,487.141546,-8.821107,6.004082,1.84781715
110.961399,564.806994,564.806994,487.527146,-8.823755,6.017226,1.84935665
111.054453,565.272263,565.272263,487.928392,-8.828828,6.026877,1.8509075499999998
111.146891,565.734453,565.734453,488.335651,-8.832752,6.036358,1.8524481833333333
111.239092,566.195459,566.195459,488.732803,-8.838718,6.042435,1.8539848666666667
111.331513,566.657566,566.657566,489.163274,-8.839707,6.048921,1.8555252166666667
111.423997,567.119984,567.119984,489.595046,-8.843632,6.055827,1.8570666166666667
111.516603,567.583016,567.583016,490.037294,-8.8488,6.064644,1.85861005
111.609405,568.047027,568.047027,490.459131,-8.854256,6.068848,1.86015675
111.701553,568.507764,568.507764,490.920526,-8.856744,6.073627,1.8616925500000001
111.794471,568.972356,568.972356,491.389024,-8.866029,6.079434,1.8632411833333333
111.886764,569.433819,569.433819,491.826145,-8.863636,6.082409,1.8647794
111.979491,569.897454,569.897454,492.262763,-8.870878,6.087294,1.86632485
112.072406,570.362031,570.362031,492.719674,-8.877227,6.093131,1.8678734333333333
112.164773,570.823865,570.823865,493.142756,-8.886543,6.098478,1.8694128833333332
112.257067,571.285336,571.285336,493.576065,-8.887692,6.102585,1.8709511166666668
112.34967,571.748349,571.748349,494.004838,-8.892829,6.107611,1.8724945
112.442371,572.211855,572.211855,494.448745,-8.893339,6.115222,1.8740395166666666
112.5351,572.675502,572.675502,494.771236,-8.90291,6.123592,1.875585
112.628068,573.14034,573.14034,495.194014,-8.910472,6.134117,1.8771344666666667
112.720614,573.603068,573.603068,495.632582,-8.915449,6.140521,1.8786768999999999
112.813318,574.066589,574.066589,495.999597,-8.9173,6.151383,1.8802219666666666
112.905779,574.528895,574.528895,496.450749,-8.926105,6.162108,1.8817629833333334
112.997948,574.98974,574.98974,496.851128,-8.93708,6.170268,1.8832991333333333
113.090164,575.450819,575.450819,497.250988,-8.935517,6.181979,1.8848360666666666
113.182804,575.914021,575.914021,497.691171,-8.940749,6.186682,1.8863800666666668
113.275043,576.375214,576.375214,498.077259,-8.948662,6.197924,1.8879173833333334
113.36721,576.836052,576.836052,498.480452,-8.954245,6.208079,1.8894535
113.459599,577.297993,577.297993,498.903859,-8.959573,6.216498,1.8909933166666666
113.552383,577.761915,577.761915,499.330069,-8.971729,6.223842,1.8925397166666669
113.64482,578.224102,578.224102,499.739458,-8.977504,6.233517,1.8940803333333334
113.737022,578.685108,578.685108,500.099765,-8.985193,6.244565,1.8956170333333333
113.829418,579.14709,579.14709,500.522016,-8.983119,6.250772,1.8971569666666668
113.92215,579.610749,579.610749,500.961973,-8.996806,6.258832,1.8987025
114.014835,580.074175,580.074175,501.411331,-9.005101,6.266075,1.90024725
114.107838,580.539191,580.539191,501.897916,-9.006665,6.269059,1.9017973
114.20031,581.001551,581.001551,502.32612,-9.015949,6.274192,1.9033385
114.292989,581.464943,581.464943,502.758114,-9.013333,6.283196,1.90488315
114.385162,581.925812,581.925812,503.218132,-9.025361,6.29005,1.9064193666666667
114.477583,582.387914,582.387914,503.675205,-9.031455,6.294136,1.9079597166666666
114.5705,582.852502,582.852502,504.113628,-9.037261,6.30328,1.9095083333333334
114.663223,583.316113,583.316113,504.572666,-9.042015,6.306571,1.9110537166666668
114.755755,583.778775,583.778775,505.002738,-9.053756,6.312231,1.9125959166666666
114.847936,584.239681,584.239681,505.47496,-9.059722,6.317284,1.9141322666666667
114.940606,584.70303,584.70303,505.908347,-9.057744,6.323866,1.9156767666666668
115.03339,585.166952,585.166952,506.317486,-9.070155,6.332735,1.9172231666666666
115.126014,585.630068,585.630068,506.758902,-9.078546,6.340492,1.9187669
115.218809,586.094043,586.094043,507.248963,-9.078386,6.345925,1.9203134833333333
115.311241,586.556207,586.556207,507.696385,-9.087256,6.352963,1.9218540166666667
115.403949,587.019745,587.019745,508.137504,-9.098742,6.358551,1.92339915
115.496109,587.480546,587.480546,508.566266,-9.102379,6.369723,1.92493515
115.588827,587.944136,587.944136,508.962942,-9.110195,6.378993,1.92648045
115.681307,588.406534,588.406534,509.393458,-9.121171,6.384889,1.9280217833333333
115.773739,588.868696,588.868696,509.837405,-9.130391,6.393411,1.9295623166666667
115.866384,589.331918,589.331918,510.23335,-9.138654,6.404402,1.9311064
115.959305,589.796523,589.796523,510.694966,-9.14277,6.408536,1.9326550833333334
116.052102,590.260512,590.260512,511.09491,-9.150938,6.417627,1.9342017
116.144292,590.721461,590.721461,511.481834,-9.14998,6.429382,1.9357381999999999
116.236481,591.182407,591.182407,511.927248,-9.159424,6.434759,1.9372746833333332
116.328928,591.644639,591.644639,512.337449,-9.167815,6.444698,1.9388154666666668
116.421391,592.106956,592.106956,512.751892,-9.172569,6.45082,1.9403565166666668
116.513592,592.567961,592.567961,513.188729,-9.177865,6.458043,1.9418932
116.605771,593.028853,593.028853,513.582516,-9.183417,6.465076,1.9434295166666666
116.698476,593.492382,593.492382,514.01573,-9.189447,6.473634,1.9449745999999999
116.790864,593.954322,593.954322,514.462148,-9.193116,6.479971,1.9465144
116.883534,594.417669,594.417669,514.950227,-9.200422,6.483281,1.9480589
116.97607,594.880349,594.880349,515.378677,-9.213152,6.493249,1.9496011666666668
117.068454,595.342272,595.342272,515.838704,-9.217267,6.499587,1.9511409
117.160956,595.804781,595.804781,516.283474,-9.228243,6.506859,1.9526826
117.25318,596.265899,596.265899,516.739429,-9.232773,6.513105,1.9542196666666667
117.34559,596.72795,596.72795,517.158173,-9.236729,6.523872,1.9557598333333333
117.438306,597.191532,597.191532,517.592359,-9.241706,6.534048,1.9573051
117.530799,597.653993,597.653993,518.015328,-9.248056,6.538205,1.9588466500000001
117.622976,598.114882,598.114882,518.446569,-9.252331,6.549325,1.9603829333333331
117.715649,598.578246,598.578246,518.905123,-9.258456,6.555958,1.9619274833333333
117.808135,599.040675,599.040675,519.279211,-9.266847,6.566361,1.9634689166666666
117.90055,599.502748,599.502748,519.705477,-9.27007,6.574863,1.9650091666666667
117.992727,599.963634,599.963634,520.185709,-9.276451,6.57948,1.9665454500000001
118.085394,600.426968,600.426968,520.602536,-9.28599,6.588994,1.9680898999999998
118.177931,600.889657,600.889657,521.08318,-9.294126,6.594353,1.9696321833333335
118.27035,601.351749,601.351749,521.469967,-9.294126,6.606251,1.9711725
118.362535,601.812674,601.812674,521.887199,-9.313269,6.616281,1.9727089166666665
118.454968,602.274841,602.274841,522.3295,-9.316395,6.623674,1.9742494666666666
118.547866,602.73933,602.73933,522.797987,-9.320096,6.62998,1.9757977666666666
118.640397,603.201986,603.201986,523.228613,-9.326956,6.634878,1.97733995
118.732834,603.664169,603.664169,523.6487,-9.332029,6.64842,1.9788805666666667
118.825006,604.125032,604.125032,524.071239,-9.340834,6.657017,1.9804167666666668
118.917227,604.586137,604.586137,524.510781,-9.348364,6.663423,1.9819537833333334
119.009931,605.049655,605.049655,524.972476,-9.353915,6.672858,1.98349885
119.102143,605.510715,605.510715,525.388706,-9.361987,6.679999,1.9850357166666666
119.194577,605.972885,605.972885,525.798431,-9.364252,6.693107,1.9865762833333334
119.287175,606.435873,606.435873,526.248668,-9.369772,6.701615,1.9881195833333334
119.380164,606.90082,606.90082,526.706727,-9.373505,6.707466,1.9896694
119.472963,607.364814,607.364814,527.148879,-9.38799,6.712162,1.9912160499999998
119.565404,607.827021,607.827021,527.519157,-9.391244,6.728615,1.9927567333333334
119.657855,608.289276,608.289276,527.970911,-9.39788,6.736378,1.9942975833333334
119.750324,608.751619,608.751619,528.4184,-9.401102,6.74257,1.9958387333333334
119.843029,609.215143,609.215143,528.896768,-9.41112,6.746116,1.9973838166666666
119.935445,609.677225,609.677225,529.328563,-9.420851,6.754905,1.9989240833333333
120.0279,610.139501,610.139501,529.737517,-9.424999,6.764354,2.000465
120.120086,610.600431,610.600431,530.19257,-9.435368,6.770742,2.002001433333333
120.212426,611.06213,611.06213,530.626797,-9.440058,6.779513,2.0035404333333333
120.304984,611.524922,611.524922,531.117192,-9.446152,6.786674,2.005083066666667
120.397436,611.987178,611.987178,531.52342,-9.452979,6.793366,2.006623933333333
120.489596,612.447979,612.447979,531.962092,-9.461721,6.801499,2.0081599333333333
120.582033,612.910165,612.910165,532.409035,-9.465773,6.807291,2.00970055
120.67494,613.374698,613.374698,532.847912,-9.469474,6.816717,2.0112490000000003
120.767236,613.836179,613.836179,533.270218,-9.478854,6.824825,2.0127872666666664
120.859677,614.298385,614.298385,533.694307,-9.481151,6.833245,2.01432795
120.952126,614.76063,614.76063,534.125325,-9.493754,6.842767,2.015868766666667
121.044326,615.221629,615.221629,534.571775,-9.496593,6.849213,2.0174054333333333
121.136752,615.683762,615.683762,535.010161,-9.504378,6.858926,2.018945866666667
121.228954,616.144772,616.144772,535.457937,-9.505973,6.867286,2.020482566666667
121.321542,616.607712,616.607712,535.872587,-9.513088,6.874056,2.0220257
121.414134,617.070669,617.070669,536.311621,-9.517778,6.88353,2.0235689
121.506558,617.532792,617.532792,536.7728,-9.52786,6.887579,2.0251093
121.599167,617.995833,617.995833,537.197498,-9.538133,6.893595,2.026652783333333
121.691941,618.459703,618.459703,537.614358,-9.539409,6.906157,2.0281990166666666
121.784158,618.920792,618.920792,538.013983,-9.544227,6.91557,2.029735966666667
121.876287,619.381433,619.381433,538.475581,-9.55383,6.922127,2.03127145
121.969241,619.846205,619.846205,538.880564,-9.565156,6.928365,2.032820683333333
122.062025,620.310124,620.310124,539.363851,-9.572877,6.931291,2.0343670833333336
122.154463,620.772317,620.772317,539.804398,-9.583214,6.941391,2.035907716666667
122.246601,621.233004,621.233004,540.259481,-9.589882,6.948309,2.0374433499999998
122.339357,621.696785,621.696785,540.701806,-9.594062,6.958742,2.0389892833333336
122.432079,622.160394,622.160394,541.202071,-9.597444,6.957832,2.04053465
122.52426,622.621302,622.621302,541.607693,-9.605229,6.967452,2.042071
122.61669,623.08345,623.08345,542.038591,-9.605133,6.974,2.0436115
122.709095,623.545473,623.545473,542.473512,-9.613428,6.984308,2.0451515833333334
122.802008,624.010041,624.010041,542.912009,-9.617544,6.991947,2.0467001333333332
122.894584,624.472922,624.472922,543.346474,-9.627243,7.000694,2.0482430666666667
122.986768,624.93384,624.93384,543.785633,-9.638027,7.007278,2.0497794666666667
123.079195,625.395973,625.395973,544.218971,-9.653341,7.016373,2.0513199166666665
123.171565,625.857826,625.857826,544.644253,-9.659403,7.027348,2.0528594166666667
123.264339,626.321696,626.321696,545.122774,-9.664061,7.032431,2.05440565
123.356796,626.783979,626.783979,545.604871,-9.6669,7.037078,2.0559466
123.449268,627.246338,627.246338,546.041328,-9.671335,7.045865,2.0574878
123.541682,627.708412,627.708412,546.455859,-9.682055,7.055001,2.059028033333333
123.634372,628.171861,628.171861,546.882467,-9.684161,7.067227,2.0605728666666665
123.727114,628.63557,628.63557,547.373724,-9.687734,7.073182,2.062118566666667
123.819568,629.097838,629.097838,547.819119,-9.697082,7.077493,2.0636594666666666
123.911906,629.559528,629.559528,548.267643,-9.706845,7.084492,2.0651984333333333
124.004431,630.022156,630.022156,548.681492,-9.717788,7.095321,2.0667405166666666
124.097432,630.487162,630.487162,549.145896,-9.720628,7.102901,2.0682905333333332
124.189639,630.948193,630.948193,549.566677,-9.731858,7.11217,2.0698273166666667
124.282336,631.411678,631.411678,550.000431,-9.734698,7.117407,2.0713722666666667
124.37504,631.875198,631.875198,550.429934,-9.745896,7.130912,2.0729173333333333
124.467468,632.337341,632.337341,550.868608,-9.752947,7.138419,2.0744578
124.559816,632.799081,632.799081,551.339941,-9.765071,7.144653,2.0759969333333332
124.652375,633.261876,633.261876,551.777048,-9.771707,7.151875,2.0775395833333334
124.744843,633.724214,633.724214,552.221984,-9.768357,7.160626,2.0790807166666667
124.83751,634.187552,634.187552,552.666025,-9.775919,7.165842,2.0806251666666666
124.929998,634.649988,634.649988,553.117449,-9.77812,7.173097,2.0821666333333333
125.022598,635.11299,635.11299,553.535094,-9.783927,7.180671,2.0837099666666665
125.115401,635.577004,635.577004,553.955201,-9.783735,7.189865,2.0852566833333332
125.208028,636.040142,636.040142,554.401928,-9.793977,7.198627,2.086800466666667
125.300564,636.50282,636.50282,554.846644,-9.810886,7.205091,2.088342733333333
125.392719,636.963594,636.963594,555.287557,-9.820936,7.211387,2.08987865
125.484914,637.424572,637.424572,555.774107,-9.821543,7.216175,2.0914152333333336
125.5771,637.885502,637.885502,556.179231,-9.829838,7.22509,2.0929516666666665
125.669518,638.347592,638.347592,556.640282,-9.838899,7.231177,2.094491966666667
125.762462,638.81231,638.81231,557.116324,-9.841228,7.237766,2.0960410333333335
125.854981,639.274907,639.274907,557.516979,-9.8426,7.246767,2.0975830166666665
125.947165,639.735827,639.735827,557.930835,-9.851246,7.258816,2.0991194166666665
126.039824,640.199121,640.199121,558.381158,-9.879067,7.261005,2.100663733333333
126.13252,640.662599,640.662599,558.780701,-9.892881,7.274518,2.102208666666667
126.22529,641.12645,641.12645,559.259888,-9.888861,7.277278,2.1037548333333334
126.317936,641.589679,641.589679,559.710443,-9.901113,7.285172,2.105298933333333
126.410396,642.05198,642.05198,560.168607,-9.906537,7.288264,2.1068399333333336
126.503433,642.517165,642.517165,560.597469,-9.914672,7.297783,2.10839055
126.595885,642.979423,642.979423,561.025887,-9.927849,7.306329,2.1099314166666665
126.688322,643.441608,643.441608,561.453413,-9.926318,7.316015,2.1114720333333334
126.780685,643.903427,643.903427,561.868639,-9.932603,7.323054,2.1130114166666667
126.873749,644.368746,644.368746,562.287447,-9.947662,7.332585,2.114562483333333
126.966434,644.832171,644.832171,562.760849,-9.963327,7.334496,2.1161072333333335
127.058616,645.293082,645.293082,563.150581,-9.970984,7.35026,2.1176436
