Baseline 100%T,,IRRAD BUDAPEST J4 0.4dpa POST VDG,,
Wavelength (nm),%T,Wavelength (nm),%T,
2037,103.8444672,1194.578979,85.37857819,
2036,103.8523941,1192.911987,85.36743164,
2035,103.843605,1191.244873,85.371521,
2034,103.8624268,1189.577881,85.3584137,
2033,103.8512497,1187.910889,85.347229,
2032,103.8530579,1186.243896,85.34109497,
2031,103.8579712,1184.576904,85.33318329,
2030,103.8489075,1182.909912,85.32198334,
2029,103.8638687,1181.24292,85.31513977,
2028,103.8554306,1179.575928,85.31142426,
2027,103.8588562,1177.908936,85.29863739,
2026,103.8593292,1176.241943,85.29651642,
2025,103.8574448,1174.574951,85.28843689,
2024,103.866539,1172.907959,85.275177,
2023,103.8579712,1171.240967,85.27220917,
2022,103.8711395,1169.573975,85.26163483,
2021,103.8626938,1167.906982,85.24378204,
2020,103.8629379,1166.23999,85.24523926,
2019,103.8674011,1164.572876,85.22816467,
2018,103.8698044,1162.905884,85.22688293,
2017,103.8730469,1161.238892,85.21730042,
2016,103.8712387,1159.571899,85.21024323,
2015,103.8720474,1157.904907,85.19864655,
2014,103.8828583,1156.237915,85.18544769,
2013,103.8682556,1154.570923,85.18553162,
2012,103.8820877,1152.903931,85.16699982,
2011,103.8745499,1151.236938,85.16123962,
2010,103.8859024,1149.569946,85.1548996,
2009,103.8871078,1147.902954,85.14076233,
2008,103.8790359,1146.235962,85.1346817,
2007,103.89048,1144.56897,85.12809753,
2006,103.8821716,1142.901978,85.11219788,
2005,103.8899155,1141.234985,85.11175537,
2004,103.8798676,1139.567871,85.0979538,
2003,103.8965378,1137.900879,85.08592224,
2002,103.8969879,1136.233887,85.07840729,
2001,103.9009476,1134.566895,85.05833435,
2000,103.8983612,1132.899902,85.06045532,
1999,103.8698578,1131.23291,85.04863739,
1998,103.8681259,1129.565918,85.03411865,
1997,103.8974304,1127.898926,85.01857758,
1996,103.8977051,1126.231934,85.00579834,
1995,103.9062729,1124.564941,85.00198364,
1994,103.8974915,1122.897949,84.9921875,
1993,103.900444,1121.230957,84.97583008,
1992,103.9171219,1119.563965,84.97489929,
1991,103.9020157,1117.896973,84.96759033,
1990,103.9090042,1116.22998,84.94924927,
1989,103.9138947,1114.562988,84.94115448,
1988,103.9166412,1112.895874,84.93208313,
1987,103.9179001,1111.228882,84.91886902,
1986,103.9251709,1109.56189,84.89870453,
1985,103.9268265,1107.894897,84.8862915,
1984,103.9347153,1106.227905,84.87451935,
1983,103.9179306,1104.560913,84.85547638,
1982,103.937706,1102.893921,84.84736633,
1981,103.9339294,1101.226929,84.83737183,
1980,103.9361115,1099.559937,84.82660675,
1979,103.9434052,1097.892944,84.80738068,
1978,103.9462662,1096.225952,84.8015213,
1977,103.9528046,1094.55896,84.77799225,
1976,103.9442444,1092.891968,84.77057648,
1975,103.9547806,1091.224976,84.75159454,
1974,103.9485931,1089.557983,84.7424469,
1973,103.9575958,1087.890869,84.72518921,
1972,103.952774,1086.223877,84.70737457,
1971,103.970047,1084.556885,84.69976044,
1970,103.968277,1082.889893,84.68643951,
1969,103.9807663,1081.2229,84.66288757,
1968,103.9675751,1079.555908,84.65343475,
1967,103.9823303,1077.888916,84.64289856,
1966,103.983223,1076.221924,84.61977386,
1965,103.978302,1074.554932,84.60784149,
1964,103.9794769,1072.887939,84.59100342,
1963,103.9907837,1071.220947,84.57779694,
1962,103.9906998,1069.553955,84.56472015,
1961,104.0086899,1067.886963,84.54611969,
1960,103.9999008,1066.219971,84.52959442,
1959,104.0061951,1064.552979,84.51191711,
1958,104.0109482,1062.885986,84.49659729,
1957,104.0165329,1061.218872,84.48246765,
1956,104.0181122,1059.55188,84.46508789,
1955,104.0245285,1057.884888,84.44867706,
1954,104.0338058,1056.217896,84.43253326,
1953,104.0413589,1054.550903,84.41419983,
1952,104.0405045,1052.883911,84.39334869,
1951,104.0483017,1051.216919,84.37689972,
1950,104.0561447,1049.549927,84.35897064,
1949,104.047226,1047.882935,84.33656311,
1948,104.0446014,1046.215942,84.32553101,
1947,104.0486603,1044.54895,84.30245209,
1946,104.0518188,1042.881958,84.28187561,
1945,104.0578156,1041.214966,84.2674942,
1944,104.049263,1039.547974,84.25135803,
1943,104.0706253,1037.880981,84.23264313,
1942,104.0643692,1036.213867,84.2070694,
1941,104.0735855,1034.546875,84.18611145,
1940,104.0842667,1032.879883,84.16225433,
1939,104.1018829,1031.212891,84.14169312,
1938,104.1065674,1029.545898,84.12534332,
1937,104.1113892,1027.878906,84.11029816,
1936,104.1289673,1026.211914,84.07814789,
1935,104.126358,1024.544922,84.05902863,
1934,104.1319885,1022.87793,84.02680969,
1933,104.132019,1021.210938,84.02072144,
1932,104.1224594,1019.543945,83.99365234,
1931,104.1346054,1017.876953,83.96961212,
1930,104.1449203,1016.2099,83.94213104,
1929,104.1534653,1014.542908,83.91933441,
1928,104.1725845,1012.875916,83.89637756,
1927,104.1715622,1011.208923,83.87333679,
1926,104.1731567,1009.541931,83.84560394,
1925,104.179039,1007.874939,83.82682037,
1924,104.1833267,1006.207947,83.79316711,
1923,104.1928635,1004.540894,83.76741791,
1922,104.1801682,1002.873901,83.74541473,
1921,104.1873322,1001.206909,83.71889496,
1920,104.1827774,999.539917,83.6940918,
1919,104.1787643,997.8729248,83.66816711,
1918,104.2023087,996.2059326,83.63853455,
1917,104.2120132,994.5389404,83.61507416,
1916,104.2086639,992.8719482,83.58917999,
1915,104.2271576,991.204895,83.55607605,
1914,104.2240753,989.5379028,83.53372192,
1913,104.2220383,987.8709106,83.49668121,
1912,104.2360992,986.2039185,83.47132111,
1911,104.241272,984.5369263,83.44715118,
1910,104.2409286,982.8699341,83.41387177,
1909,104.27742,981.2029419,83.38350677,
1908,104.2875671,979.5359497,83.35179138,
1907,104.3014069,977.8688965,83.32057953,
1906,104.3023376,976.2019043,83.29602814,
1905,104.3240814,974.5349121,83.26341248,
1904,104.3321152,972.8679199,83.22823334,
1903,104.3429413,971.2009277,83.19126129,
1902,104.3413391,969.5339355,83.16313934,
1901,104.3474579,967.8669434,83.13287354,
1900,104.3388824,966.1999512,83.09938049,
1899,104.3299713,964.5328979,83.06087494,
1898,104.3404083,962.8659058,83.01866913,
1897,104.3573608,961.1989136,82.99153137,
1896,104.3553085,959.5319214,82.95344543,
1895,104.3831024,957.8649292,82.91920471,
1894,104.3965912,956.197937,82.88093567,
1893,104.3943176,954.5309448,82.83816528,
1892,104.3774338,952.8638916,82.80908203,
1891,104.392662,951.1968994,82.76425171,
1890,104.398201,949.5299072,82.72441864,
1889,104.4152527,947.862915,82.69986725,
1888,104.4299393,946.1959229,82.65491486,
1887,104.4451752,944.5289307,82.61230469,
1886,104.4321518,942.8619385,82.57691193,
1885,104.4528122,941.1949463,82.53297424,
1884,104.4417725,939.5278931,82.49008179,
1883,104.4386749,937.8609009,82.45145416,
1882,104.4653549,936.1939087,82.40707397,
1881,104.4910812,934.5269165,82.36525726,
1880,104.4947128,932.8599243,82.32469177,
1879,104.5048828,931.1929321,82.27210236,
1878,104.5271912,929.5259399,82.23630524,
1877,104.5418396,927.8589478,82.1865921,
1876,104.5526505,926.1918945,82.14352417,
1875,104.5416946,924.5249023,82.09541321,
1874,104.5672913,922.8579102,82.05143738,
1873,104.5393829,921.190918,82.0003891,
1872,104.5454636,919.5239258,81.95136261,
1871,104.5752411,917.8569336,81.90072632,
1870,104.5632858,916.1899414,81.85391235,
1869,104.5800705,914.5229492,81.80496979,
1868,104.599884,912.855896,81.75566864,
1867,104.5934525,911.1889038,81.69991302,
1866,104.6059113,909.5219116,81.65047455,
1865,104.6250229,907.8549194,81.59564972,
1864,104.6278992,906.1879272,81.52413177,
1863,104.6424637,904.5209351,81.47306061,
1862,104.6656494,902.8539429,81.4205246,
1861,104.6702118,901.1869507,81.37068939,
1860,104.6809998,899.5198975,81.30605316,
1859,104.6920395,897.8529053,81.24729156,
1858,104.6990738,896.1859131,81.18799591,
1857,104.7064896,894.5189209,81.13087463,
1856,104.7191772,892.8519287,81.06890106,
1855,104.7476196,891.1849365,81.00862122,
1854,104.7518768,889.5179443,80.9432373,
1853,104.7684631,887.8508911,80.87535095,
1852,104.7652512,886.1838989,80.81471252,
1851,104.7593384,884.5169067,80.7495575,
1850,104.7641296,882.8499146,80.68525696,
1849,104.7637711,881.1829224,80.61444855,
1848,104.7644348,879.5159302,80.54995728,
1847,104.7662735,877.848938,80.47625732,
1846,104.7822342,876.1819458,80.4121933,
1845,104.8045731,874.5148926,80.34329224,
1844,104.8269653,872.8479004,80.27690125,
1843,104.844986,871.1809082,80.19097137,
1842,104.8563843,869.513916,80.12913513,
1841,104.8581848,867.8469238,80.04779816,
1840,104.8699341,866.1799316,79.97781372,
1839,104.8811569,864.5129395,79.89713287,
1838,104.8872986,862.8459473,79.81498718,
1837,104.8885117,861.178894,79.74136353,
1836,104.901825,859.5119019,79.66026306,
1835,104.9179077,857.8449097,79.58460999,
1834,104.9184341,856.1779175,79.50045776,
1833,104.9477234,854.5109253,79.41152954,
1832,104.9669037,852.8439331,79.32987976,
1831,104.9926071,851.1769409,79.24249268,
1830,104.9940109,849.5099487,79.15855408,
1829,104.9809113,847.8428955,79.07517242,
1828,105.0082703,846.1759033,78.97341919,
1827,105.0181732,844.5089111,78.88658142,
1826,105.0184097,842.8419189,78.78873444,
1825,105.0475845,841.1749268,78.69883728,
1824,105.0559998,839.5079346,78.60498047,
1823,105.0666122,837.8409424,78.49687195,
1822,105.0643539,836.1738892,78.40490723,
1821,105.0832977,834.506897,78.30636597,
1820,105.060997,832.8399048,78.19726563,
1819,105.1070251,831.1729126,78.0983429,
1818,105.1160202,829.5059204,77.9985199,
1817,105.1409149,827.8389282,77.88932037,
1816,105.1550293,826.171936,77.77373505,
1815,105.1737061,824.5049438,77.6580658,
1814,105.1810532,822.8378906,77.55207062,
1813,105.191246,821.1708984,77.43532562,
1812,105.2057495,819.5039063,77.32481384,
1811,105.2123642,817.8369141,77.21109009,
1810,105.2267685,816.1699219,77.08828735,
1809,105.232048,814.5029297,76.96217346,
1808,105.2558289,812.8359375,76.84107208,
1807,105.2733307,811.1689453,76.72208405,
1806,105.2801285,809.5018921,76.59526825,
1805,105.2975922,807.8348999,76.46627808,
1804,105.2991638,806.1679077,76.34364319,
1803,105.3248749,804.5009155,76.20884705,
1802,105.3283844,802.8339233,76.07687378,
1801,105.3485184,801.1669312,75.94395447,
1800,105.3574219,799.499939,74.6269455,
1799,105.3552399,798.6669312,75.13726807,
1798,105.3748703,797.8339233,75.09381866,
1797,105.3850555,797.0009155,75.01914215,
1796,105.4051514,796.1679077,74.96012115,
1795,105.4159317,795.3349609,74.89303589,
1794,105.4399948,794.5019531,74.80079651,
1793,105.4514084,793.6689453,74.75235748,
1792,105.4594879,792.8359375,74.686203,
1791,105.4717102,792.0029297,74.62280273,
1790,105.4858551,791.1699219,74.57131958,
1789,105.4978104,790.3369141,74.48297882,
1788,105.5141602,789.5039063,74.36712646,
1787,105.5186386,788.6709595,74.30973053,
1786,105.5400696,787.8379517,74.25519562,
1785,105.5535583,787.0049438,74.2339859,
1784,105.5616379,786.171936,74.12734222,
1783,105.5760345,785.3389282,74.01797485,
1782,105.5953293,784.5059204,73.97563934,
1781,105.6098785,783.6729126,73.89318848,
1780,105.6198959,782.8399048,73.82307434,
1779,105.638504,782.006958,73.71983337,
1778,105.6472397,781.1739502,73.66972351,
1777,105.6603928,780.3409424,73.5790329,
1776,105.6807632,779.5079346,73.51590729,
1775,105.688118,778.6749268,73.41906738,
1774,105.7106628,777.8419189,73.37607574,
1773,105.7186584,777.0089111,73.24807739,
1772,105.7359924,776.1759033,73.18557739,
1771,105.7465515,775.3429565,73.09902191,
1770,105.7659531,774.5099487,73.00678253,
1769,105.7756195,773.6769409,72.93101501,
1768,105.7870483,772.8439331,72.82133484,
1767,105.8010712,772.0109253,72.74121857,
1766,105.8099136,771.1779175,72.67051697,
1765,105.837265,770.3449097,72.56702423,
1764,105.8476563,769.5119019,72.46789551,
1763,105.8597183,768.6789551,72.39928436,
1762,105.8776474,767.8459473,72.34590149,
1761,105.8929443,767.0129395,72.23178101,
1760,105.9006424,766.1799316,72.12669373,
1759,105.9156876,765.3469238,72.04547119,
1758,105.934082,764.513916,71.9822998,
1757,105.9512177,763.6809082,71.86807251,
1756,105.9627151,762.8479614,71.7871933,
1755,105.9740753,762.0149536,71.6969223,
1754,105.9987869,761.1819458,71.59172058,
1753,106.0069885,760.348938,71.50447083,
1752,106.0275116,759.5159302,71.39012146,
1751,106.0406799,758.6829224,71.31401825,
1750,106.0508881,757.8499146,71.24372101,
1749,106.067131,757.0169067,71.12728119,
1748,106.0776367,756.18396,71.04095459,
1747,106.0955276,755.3509521,70.93497467,
1746,106.1142349,754.5179443,70.86920929,
1745,106.1186295,753.6849365,70.75361633,
1744,106.1421356,752.8519287,70.65773773,
1743,106.1519623,752.0189209,70.572052,
1742,106.171524,751.1859131,70.44992065,
1741,106.1883698,750.3529053,70.34973145,
1740,106.2065964,749.5199585,70.23848724,
1739,106.217659,748.6869507,70.15624237,
1738,106.2161102,747.8539429,70.0357666,
1737,106.2451706,747.0209351,69.92276001,
1736,106.2569351,746.1879272,69.82570648,
1735,106.275383,745.3549194,69.74153137,
1734,106.288147,744.5219116,69.62026215,
1733,106.3022614,743.6889038,69.51329041,
1732,106.3228455,742.855957,69.43185425,
1731,106.3295517,742.0229492,69.32849884,
1730,106.3497925,741.1899414,69.18775177,
1729,106.3638077,740.3569336,69.09648132,
1728,106.3858948,739.5239258,68.99769592,
1727,106.3938751,738.690918,68.88818359,
1726,106.4102402,737.8579102,68.77084351,
1725,106.430748,737.0249023,68.67661285,
1724,106.441452,736.1919556,68.5610199,
1723,106.4514847,735.3589478,68.45279694,
1722,106.4714661,734.5259399,68.34846497,
1721,106.4876175,733.6929321,68.23626709,
1720,106.511116,732.8599243,68.11833954,
1719,106.518486,732.0269165,68.01255035,
1718,106.5344543,731.1939087,67.90692902,
1717,106.5557098,730.3609009,67.77587891,
1716,106.5628433,729.5279541,67.66162872,
1715,106.5851212,728.6949463,67.53886414,
1714,106.595314,727.8619385,67.43462372,
1713,106.6115723,727.0289307,67.31596375,
1712,106.6346512,726.1959229,67.20075226,
1711,106.6430359,725.362915,67.08065796,
1710,106.6637497,724.5299072,66.96359253,
1709,106.6776733,723.6969604,66.83529663,
1708,106.6902847,722.8639526,66.71860504,
1707,106.7137604,722.0309448,66.60754395,
1706,106.7257843,721.197937,66.4896698,
1705,106.7441559,720.3649292,66.35797882,
1704,106.7578201,719.5319214,66.24675751,
1703,106.7767029,718.6989136,66.12107849,
1702,106.7873383,717.8659058,65.99417114,
1701,106.8056717,717.032959,65.88006592,
1700,106.8218079,716.1999512,65.74916077,
1699,106.8388824,715.3669434,65.64594269,
1698,106.8571472,714.5339355,65.51046753,
1697,106.8676605,713.7009277,65.38010406,
1696,106.8870544,712.8679199,65.26988983,
1695,106.9025192,712.0349121,65.13547516,
1694,106.9125061,711.2019043,65.0165329,
1693,106.9282913,710.3689575,64.88545227,
1692,106.9495239,709.5359497,64.76932526,
1691,106.9586258,708.7029419,64.61318207,
1690,106.9795761,707.8699341,64.48717499,
1689,106.9943771,707.0369263,64.37282562,
1688,107.0056229,706.2039185,64.24478149,
1687,107.0306778,705.3709106,64.10970306,
1686,107.0471802,704.5379028,63.97732544,
1685,107.0533066,703.7049561,63.8453598,
1684,107.081131,702.8719482,63.71479034,
1683,107.0901642,702.0389404,63.59017944,
1682,107.1032639,701.2059326,63.45632553,
1681,107.1275482,700.3729248,63.32327652,
1680,107.1402817,699.539917,63.18309784,
1679,107.1549988,698.7069092,63.05725098,
1678,107.1713181,697.8739014,62.91540146,
1677,107.1814575,697.0409546,62.79627228,
1676,107.2013397,696.2079468,62.6664772,
1675,107.2210083,695.374939,62.51932907,
1674,107.2257156,694.5419312,62.37771988,
1673,107.2438507,693.7089233,62.2456131,
1672,107.2590714,692.8759155,62.11127472,
1671,107.2792206,692.0429077,61.96862411,
1670,107.2927628,691.2099609,61.83797073,
1669,107.3048096,690.3769531,61.70933914,
1668,107.3310471,689.5439453,61.57062531,
1667,107.3364639,688.7109375,61.42456436,
1666,107.3588486,687.8779297,61.29811478,
1665,107.3794403,687.0449219,61.14901352,
1664,107.3923569,686.2119141,61.01220703,
1663,107.4103622,685.3789063,60.8685379,
1662,107.4222946,684.5459595,60.74131775,
1661,107.4400787,683.7129517,60.59059906,
1660,107.4580917,682.8799438,60.44735336,
1659,107.4659195,682.046936,60.29922485,
1658,107.4874039,681.2139282,60.15037155,
1657,107.5032806,680.3809204,60.00783539,
1656,107.5131378,679.5479126,59.8767395,
1655,107.5228195,678.7149048,59.7273407,
1654,107.5492706,677.881958,59.59825516,
1653,107.5628967,677.0489502,59.44616318,
1652,107.5770111,676.2159424,59.2997551,
1651,107.5906754,675.3829346,59.15446854,
1650,107.6051941,674.5499268,59.01494598,
1649,107.6236038,673.7169189,58.87472534,
1648,107.6404419,672.8839111,58.71933746,
1647,107.6555405,672.0509033,58.59228897,
1646,107.6670685,671.2179565,58.42845917,
1645,107.6798935,670.3849487,58.30046463,
1644,107.7041779,669.5519409,58.15506744,
1643,107.7155151,668.7189331,58.00650787,
1642,107.727562,667.8859253,57.85488892,
1641,107.7429657,667.0529175,57.70423508,
1640,107.7596283,666.2199097,57.56095505,
1639,107.7694855,665.3869019,57.40596008,
1638,107.7872391,664.5539551,57.26509857,
1637,107.7977295,663.7209473,57.1178894,
1636,107.8151474,662.8879395,56.96429443,
1635,107.8351593,662.0549316,56.81987381,
1634,107.8437653,661.2219238,56.66257095,
1633,107.8580399,660.388916,56.51309967,
1632,107.873642,659.5559082,56.35859299,
1631,107.8914871,658.7229004,56.22199631,
1630,107.9011459,657.8899536,56.06139374,
1629,107.9204941,657.0569458,55.9108429,
1628,107.9326477,656.223938,55.76672363,
1627,107.9447021,655.3909302,55.6145134,
1626,107.96064,654.5579224,55.4662056,
1625,107.9782104,653.7249146,55.31051254,
1624,107.9818268,652.8919067,55.1642189,
1623,107.9973679,652.05896,55.00421524,
1622,108.0186234,651.2259521,54.85466003,
1621,108.0295334,650.3929443,54.71189499,
1620,108.0469131,649.5599365,54.56307983,
1619,108.0538406,648.7269287,54.40184402,
1618,108.0697632,647.8939209,54.25479889,
1617,108.0860291,647.0609131,54.10860062,
1616,108.0945816,646.2279053,53.95774841,
1615,108.116745,645.3949585,53.80323029,
1614,108.1299057,644.5619507,53.65456772,
1613,108.1431961,643.7289429,53.50797272,
1612,108.1534882,642.8959351,53.35083771,
1611,108.1688766,642.0629272,53.18821716,
1610,108.1821594,641.2299194,53.03580093,
1609,108.1919098,640.3969116,52.88721848,
1608,108.2142029,639.5639038,52.72761536,
1607,108.221199,638.730957,52.57701111,
1606,108.235466,637.8979492,52.43354416,
1605,108.2403412,637.0649414,52.27363205,
1604,108.2666245,636.2319336,52.12333679,
1603,108.2628098,635.3989258,51.963871,
1602,108.2890625,634.565918,51.81348801,
1601,108.3026199,633.7329102,51.65906525,
1600,108.3181229,632.8999023,51.50915909,
1599,108.3265762,632.0669556,51.35867691,
1598,108.3394623,631.2339478,51.20264816,
1597,108.3563461,630.4009399,51.05176544,
1596,108.3625793,629.5679321,50.87641525,
1595,108.3772202,628.7349243,50.74116135,
1594,108.3919296,627.9019165,50.59053421,
1593,108.400116,627.0689087,50.43870163,
1592,108.4173584,626.2359009,50.28993988,
1591,108.4277267,625.4029541,50.13981628,
1590,108.4378128,624.5699463,49.97694016,
1589,108.4524155,623.7369385,49.82575607,
1588,108.4632187,622.9039307,49.68136215,
1587,108.4783401,622.0709229,49.52550888,
1586,108.4820709,621.237915,49.36909866,
1585,108.4976883,620.4049072,49.21422958,
1584,108.5084686,619.5719604,49.06552505,
1583,108.5174713,618.7389526,48.90836334,
1582,108.5331573,617.9059448,48.75294113,
1581,108.547554,617.072937,48.59365082,
1580,108.5564346,616.2399292,48.4501915,
1579,108.5642471,615.4069214,48.30262375,
1578,108.5772018,614.5739136,48.14068985,
1577,108.5891953,613.7409058,47.99459457,
1576,108.5991745,612.907959,47.83785629,
1575,108.6131897,612.0749512,47.68133545,
1574,108.6247406,611.2419434,47.53542709,
1573,108.6297607,610.4089355,47.38422775,
1572,108.6412888,609.5759277,47.22951889,
1571,108.6559677,608.7429199,47.08664703,
1570,108.6646194,607.9099121,46.93075562,
1569,108.6757889,607.0769043,46.77344131,
1568,108.6848145,606.2439575,46.62591171,
1567,108.6995621,605.4109497,46.47007751,
1566,108.7039719,604.5779419,46.32004166,
1565,108.7142563,603.7449341,46.18164444,
1564,108.7300415,602.9119263,46.02909851,
1563,108.7335968,602.0789185,45.87779236,
1562,108.7415314,601.2459106,45.73058319,
1561,108.7586746,600.4129028,45.58065796,
1560,108.7628479,599.5799561,45.42912674,
1559,108.7767105,598.7469482,45.28636169,
1558,108.7871399,597.9139404,45.13329315,
1557,108.7926483,597.0809326,44.9902916,
1556,108.8043671,596.2479248,44.82896042,
1555,108.8171005,595.414917,44.68258667,
1554,108.8171692,594.5819092,44.53235245,
1553,108.8332748,593.7489014,44.38633347,
1552,108.839592,592.9159546,44.23272324,
1551,108.8516617,592.0829468,44.08367538,
1550,108.8525314,591.249939,43.93984985,
1549,108.8681564,590.4169312,43.79700851,
1548,108.8713531,589.5839233,43.64576721,
1547,108.8736801,588.7509155,43.50138474,
1546,108.8864288,587.9179077,43.35334015,
1545,108.9013062,587.0848999,43.20806503,
1544,108.9032669,586.2519531,43.06638718,
1543,108.9201584,585.4189453,42.91300964,
1542,108.9175949,584.5859375,42.76434326,
1541,108.925293,583.7529297,42.6121788,
1540,108.9375763,582.9199219,42.48439407,
1539,108.9393768,582.0869141,42.33174896,
1538,108.9473572,581.2539063,42.19238281,
1537,108.9563141,580.4209595,42.04541779,
1536,108.9640732,579.5879517,41.89717484,
1535,108.9660797,578.7549438,41.7580719,
1534,108.9716644,577.921936,41.61421585,
1533,108.9746857,577.0889282,41.46575546,
1532,108.983551,576.2559204,41.3177948,
1531,108.9883575,575.4229126,41.1761322,
1530,108.9951401,574.5899048,41.0270462,
1529,108.9968338,573.756958,40.88019562,
1528,109.0031357,572.9239502,40.73674393,
1527,109.0075378,572.0909424,40.59838867,
1526,109.0167084,571.2579346,40.45566177,
1525,109.0192413,570.4249268,40.30854416,
1524,109.019783,569.5919189,40.15509033,
1523,109.0267639,568.7589111,40.02970886,
1522,109.0353622,567.9259033,39.87968445,
1521,109.0338211,567.0929565,39.7393837,
1520,109.0384827,566.2599487,39.58720398,
1519,109.038887,565.4269409,39.45353317,
1518,109.0420685,564.5939331,39.30702972,
1517,109.0435028,563.7609253,39.16253281,
1516,109.043869,562.9279175,39.02278137,
1515,109.0485535,562.0949097,38.88641739,
1514,109.048233,561.2619019,38.75075912,
1513,109.0499496,560.4289551,38.61225128,
1512,109.0516205,559.5959473,38.47763062,
1511,109.0434875,558.7629395,38.33356857,
1510,109.0588074,557.9299316,38.1935463,
1509,109.0533295,557.0969238,38.05105209,
1508,109.0558014,556.263916,37.91291046,
1507,109.053894,555.4309082,37.77494431,
1506,109.052887,554.5979004,37.63824081,
1505,109.054718,553.7649536,37.49486923,
1504,109.0561523,552.9319458,37.35191345,
1503,109.0552444,552.098938,37.21917725,
1502,109.0535889,551.2659302,37.07550049,
1501,109.0550537,550.4329224,36.94781113,
1500,109.0571976,549.5999146,36.80849838,
1499,109.0581207,548.7669067,36.67514801,
1498,109.0609818,547.93396,36.54009247,
1497,109.0571747,547.1009521,36.40493393,
1496,109.0587616,546.2679443,36.26925278,
1495,109.064827,545.4349365,36.1378212,
1494,109.0667496,544.6019287,36.00816727,
1493,109.0651855,543.7689209,35.88209915,
1492,109.0665665,542.9359131,35.74252319,
1491,109.0688095,542.1029053,35.62378693,
1490,109.0683365,541.2699585,35.49319077,
1489,109.0606003,540.4369507,35.36924362,
1488,109.0615768,539.6039429,35.25074005,
1487,109.0606232,538.7709351,35.12706375,
1486,109.0710983,537.9379272,35.00660706,
1485,109.0626678,537.1049194,34.88136673,
1484,109.0635147,536.2719116,34.7636261,
1483,109.0508347,535.4389038,34.64579773,
1482,109.0479736,534.605957,34.53500748,
1481,109.0450516,533.7729492,34.4226532,
1480,109.0389633,532.9399414,34.3052597,
1479,109.0376892,532.1069336,34.19290924,
1478,109.0387955,531.2739258,34.08485413,
1477,109.0397797,530.440918,33.97995377,
1476,109.0447159,529.6079102,33.86107635,
1475,109.0454559,528.7749023,33.77079773,
1474,109.031189,527.9419556,33.66747665,
1473,109.0187759,527.1089478,33.57468414,
1472,109.0082779,526.2759399,33.47583771,
1471,108.9997559,525.4429321,33.38199615,
1470,109.0068665,524.6099243,33.29302216,
1469,109.006485,523.7769165,33.2078743,
1468,109.0051193,522.9439087,33.11976242,
1467,109.0023499,522.1109009,33.03258133,
1466,108.9967041,521.2779541,32.95209885,
1465,108.9853516,520.4449463,32.87505341,
1464,108.98423,519.6119385,32.79990005,
1463,108.9710007,518.7789307,32.72079086,
1462,108.9690933,517.9459229,32.65147781,
1461,108.9623184,517.112915,32.58928299,
1460,108.9641724,516.2799072,32.5187912,
1459,108.9580078,515.4468994,32.449646,
1458,108.9489822,514.6139526,32.38801956,
1457,108.9288254,513.7809448,32.32512283,
1456,108.9174728,512.947937,32.26651001,
1455,108.9149857,512.1149292,32.21458054,
1454,108.9123993,511.2819214,32.15952682,
1453,108.9061737,510.4489441,32.10634613,
1452,108.8867874,509.6159363,32.05273056,
1451,108.8689575,508.7829285,32.009758,
1450,108.866951,507.9499207,31.95884514,
1449,108.8740234,507.1169434,31.91311646,
1448,108.8657837,506.2839355,31.87187004,
1447,108.8413467,505.4509277,31.82798004,
1446,108.8243866,504.6179199,31.79404068,
1445,108.8121033,503.7849426,31.75360298,
1444,108.8255386,502.9519348,31.71816444,
1443,108.8206787,502.118927,31.67968369,
1442,108.8087692,501.2859192,31.64416313,
1441,108.7774048,500.4529419,31.6137085,
1440,108.7684174,499.6199341,31.58226013,
1439,108.7552872,498.7869263,31.55167389,
1438,108.7420578,497.9539185,31.52097511,
1437,108.7313766,497.1209412,31.49567223,
1436,108.7342224,496.2879333,31.47239304,
1435,108.7113037,495.4549255,31.4419899,
1434,108.6905594,494.6219177,31.42398071,
1433,108.6678391,493.7889404,31.38652229,
1432,108.6554565,492.9559326,31.37007904,
1431,108.664032,492.1229248,31.340662,
1430,108.6401672,491.289917,31.31877518,
1429,108.6325912,490.4569397,31.29685593,
1428,108.6020584,489.6239319,31.27250671,
1427,108.5872498,488.7909241,31.25632477,
1426,108.5742111,487.9579163,31.22643852,
1425,108.544838,487.124939,31.20545769,
1424,108.525528,486.2919312,31.18868828,
1423,108.5072403,485.4589233,31.1693821,
1422,108.5131378,484.6259155,31.13948059,
1421,108.4864502,483.7929382,31.11907005,
1420,108.4564896,482.9599304,31.10459137,
1419,108.4333191,482.1269226,31.08739471,
1418,108.4302521,481.2939148,31.06142616,
1417,108.4134674,480.4609375,31.03826904,
1416,108.3833542,479.6279297,31.02205467,
1415,108.3564987,478.7949219,30.99643517,
1414,108.326767,477.9619446,30.98373985,
1413,108.3128815,477.1289368,30.96281052,
1412,108.3033829,476.295929,30.94627762,
1411,108.2745285,475.4629211,30.9200058,
1410,108.2486038,474.6299438,30.90423584,
1409,108.2151794,473.796936,30.88505173,
1408,108.1947937,472.9639282,30.86292076,
1407,108.1643219,472.1309204,30.84654236,
1406,108.1500854,471.2979431,30.82663727,
1405,108.1143112,470.4649353,30.80461693,
1404,108.1010361,469.6319275,30.78947639,
1403,108.0821381,468.7989197,30.76795959,
1402,108.0495377,467.9659424,30.74568176,
1401,108.0173035,467.1329346,30.7298336,
1400,107.9870834,466.2999268,30.70994949,
1399,107.9692154,465.4669189,30.6949501,
