Baseline 100%T,,IRRAD BUDAPEST J4 0.4dpa POST VDG,,
Wavelength (nm),%T,Wavelength (nm),%T,
2673,102.5904388,2254.791016,87.39704895,
2672,102.3831711,2253.124023,87.39260101,
2671,102.1045532,2251.457031,87.39163971,
2670,101.8798828,2249.790039,87.39200592,
2669,101.6740952,2248.123047,87.38235474,
2668,101.3974762,2246.456055,87.3697052,
2667,101.1454697,2244.789063,87.37270355,
2666,101.0304718,2243.12207,87.37930298,
2665,100.9028778,2241.455078,87.39051819,
2664,100.9198914,2239.788086,87.37808228,
2663,101.0055389,2238.12085,87.38082886,
2662,101.0077972,2236.453857,87.3765564,
2661,101.111618,2234.786865,87.37071991,
2660,101.2946243,2233.119873,87.37438202,
2659,101.4333954,2231.452881,87.3605423,
2658,101.690506,2229.785889,87.36148834,
2657,102.1735229,2228.118896,87.36568451,
2656,102.5355911,2226.451904,87.36826324,
2655,102.795578,2224.784912,87.36843872,
2654,103.0614395,2223.11792,87.34958649,
2653,103.2261276,2221.450928,87.34776306,
2652,103.3869476,2219.783936,87.35271454,
2651,103.4980164,2218.116943,87.35410309,
2650,103.7021866,2216.449951,87.3625946,
2649,103.7705765,2214.782959,87.3585434,
2648,103.7786636,2213.115967,87.3404007,
2647,103.9266815,2211.448975,87.34848785,
2646,103.9466019,2209.781982,87.34010315,
2645,104.016449,2208.11499,87.34448242,
2644,104.1448364,2206.447998,87.35388184,
2643,104.1718597,2204.781006,87.34368896,
2642,104.2636871,2203.114014,87.33531189,
2641,104.368782,2201.447021,87.33651733,
2640,104.4062729,2199.780029,87.32807922,
2639,104.5190125,2198.113037,87.33475494,
2638,104.590271,2196.446045,87.3364563,
2637,104.5845718,2194.779053,87.33255005,
2636,104.6882782,2193.112061,87.3285675,
2635,104.7066956,2191.445068,87.32350922,
2634,104.6224365,2189.778076,87.32072449,
2633,104.7036285,2188.111084,87.31854248,
2632,104.6646347,2186.443848,87.32030487,
2631,104.5863266,2184.776855,87.31268311,
2630,104.5984726,2183.109863,87.30554199,
2629,104.569397,2181.442871,87.29247284,
2628,104.5065613,2179.775879,87.29484558,
2627,104.4093399,2178.108887,87.31030273,
2626,104.338562,2176.441895,87.31163025,
2625,104.3117371,2174.774902,87.30011749,
2624,104.2339325,2173.10791,87.29553986,
2623,104.2320404,2171.440918,87.2815094,
2622,104.230896,2169.773926,87.28102112,
2621,104.2126389,2168.106934,87.30033875,
2620,104.2760162,2166.439941,87.30156708,
2619,104.1842117,2164.772949,87.29494476,
2618,104.1115417,2163.105957,87.2842865,
2617,104.0996552,2161.438965,87.28034973,
2616,103.9700012,2159.771973,87.27540588,
2615,103.8955002,2158.10498,87.29403687,
2614,103.9099731,2156.437988,87.29295349,
2613,103.8633804,2154.770996,87.28755188,
2612,103.9481277,2153.104004,87.28565216,
2611,104.0303345,2151.437012,87.26777649,
2610,104.0127029,2149.77002,87.2647171,
2609,104.1004639,2148.103027,87.26983643,
2608,104.0757446,2146.436035,87.27217102,
2607,103.9061584,2144.769043,87.2629776,
2606,103.8601074,2143.102051,87.27037811,
2605,103.7462692,2141.435059,87.27246094,
2604,103.6712418,2139.768066,87.2587204,
2603,103.6851044,2138.101074,87.25953674,
2602,103.6578751,2136.434082,87.25271606,
2601,103.6841507,2134.766846,87.24462128,
2600,103.8349762,2133.099854,87.25875854,
2599,103.889595,2131.432861,87.26413727,
2598,103.9443588,2129.765869,87.25362396,
2597,104.0220261,2128.098877,87.24963379,
2596,103.9427643,2126.431885,87.2556839,
2595,103.944191,2124.764893,87.24352264,
2594,103.8588409,2123.0979,87.23999023,
2593,103.7636719,2121.430908,87.23484802,
2592,103.8189087,2119.763916,87.23699188,
2591,103.8010025,2118.096924,87.2407074,
2590,103.817688,2116.429932,87.2362442,
2589,103.9565887,2114.762939,87.23652649,
2588,103.9828568,2113.095947,87.23404694,
2587,103.9781113,2111.428955,87.22835541,
2586,103.9886627,2109.761963,87.23348236,
2585,104.0102997,2108.094971,87.22250366,
2584,104.0270691,2106.427979,87.21575928,
2583,104.0325623,2104.760986,87.21672058,
2582,104.0689087,2103.093994,87.22089386,
2581,104.0819016,2101.427002,87.21889496,
2580,104.1490784,2099.76001,87.22020721,
2579,104.2391434,2098.093018,87.21858978,
2578,104.1875992,2096.426025,87.22153473,
2577,104.2653656,2094.759033,87.21622467,
2576,104.2971039,2093.092041,87.21212769,
2575,104.3227997,2091.425049,87.20610046,
2574,104.4898148,2089.758057,87.20172119,
2573,104.5227737,2088.091064,87.1922226,
2572,104.5554428,2086.424072,87.19684601,
2571,104.6220169,2084.75708,87.18383789,
2570,104.5308456,2083.089844,87.19519806,
2569,104.519249,2081.422852,87.20081329,
2568,104.5000916,2079.755859,87.190979,
2567,104.3889008,2078.088867,87.19554901,
2566,104.396759,2076.421875,87.19595337,
2565,104.3951874,2074.754883,87.19275665,
2564,104.3770447,2073.087891,87.18346405,
2563,104.423645,2071.420898,87.18527222,
2562,104.4586411,2069.753906,87.19077301,
2561,104.4407501,2068.086914,87.17687988,
2560,104.4005737,2066.419922,87.1685791,
2559,104.4223557,2064.75293,87.17401886,
2558,104.4033737,2063.085938,87.17113495,
2557,104.4791946,2061.418945,87.16924286,
2556,104.6127319,2059.751953,87.16326904,
2555,104.5954132,2058.084961,87.16802216,
2554,104.705719,2056.417969,87.16965485,
2553,104.7452927,2054.750977,87.16719818,
2552,104.7713623,2053.083984,87.16004181,
2551,104.8889008,2051.416992,87.17030334,
2550,104.8536987,2049.75,87.16168976,
2549,104.9051514,2048.083008,87.15844727,
2548,104.9572678,2046.416016,87.1591568,
2547,104.873848,2044.748901,87.1541214,
2546,104.8912048,2043.081909,87.15127563,
2545,104.8800583,2041.414917,87.14899445,
2544,104.82547,2039.747925,87.14915466,
2543,104.8493347,2038.080933,87.14019012,
2542,104.8261261,2036.41394,87.13536835,
2541,104.8343887,2034.746948,87.13381958,
2540,104.8402634,2033.079956,87.13798523,
2539,104.8189621,2031.412964,87.13510132,
2538,104.8097153,2029.745972,87.13012695,
2537,104.7666931,2028.078979,87.12636566,
2536,104.7495728,2026.411987,87.12804413,
2535,104.7406082,2024.744995,87.12513733,
2534,104.7366638,2023.078003,87.12463379,
2533,104.7373428,2021.411011,87.10965729,
2532,104.7317963,2019.743896,87.1198349,
2531,104.7420883,2018.076904,87.1173172,
2530,104.7109222,2016.409912,87.11375427,
2529,104.7099838,2014.74292,87.10610199,
2528,104.7594757,2013.075928,87.10595703,
2527,104.7473068,2011.408936,87.10838318,
2526,104.8354263,2009.741943,87.10073853,
2525,104.9008713,2008.074951,87.1058197,
2524,104.869751,2006.407959,87.0930481,
2523,104.9513016,2004.740967,87.09671783,
2522,104.9203033,2003.073975,87.0977478,
2521,104.89814,2001.406982,87.08919525,
2520,104.9491196,1999.73999,87.09387207,
2519,104.8855896,1998.072998,87.09663391,
2518,104.9258347,1996.406006,87.08509064,
2517,104.9149475,1994.739014,87.08901215,
2516,104.8443069,1993.071899,87.08588409,
2515,104.9221497,1991.404907,87.07989502,
2514,104.8419037,1989.737915,87.08408356,
2513,104.8684235,1988.070923,87.08553314,
2512,104.9538956,1986.403931,87.07555389,
2511,104.8786011,1984.736938,87.07317352,
2510,104.9615173,1983.069946,87.0799408,
2509,104.9584503,1981.402954,87.07406616,
2508,104.9213257,1979.735962,87.07331085,
2507,105.0052032,1978.06897,87.06578064,
2506,104.9445648,1976.401978,87.05554962,
2505,105.0111618,1974.734985,87.06483459,
2504,105.0282745,1973.067993,87.06441498,
2503,104.9601593,1971.401001,87.06097412,
2502,105.0723114,1969.734009,87.05293274,
2501,105.0145111,1968.067017,87.05435181,
2500,105.0337219,1966.399902,87.05095673,
2499,105.1195602,1964.73291,87.05380249,
2498,105.0329895,1963.065918,87.04862976,
2497,105.0937042,1961.398926,87.0467453,
2496,105.0906296,1959.731934,87.04393005,
2495,105.0596466,1958.064941,87.04191589,
2494,105.1120605,1956.397949,87.04296112,
2493,105.0353088,1954.730957,87.04351807,
2492,105.0872421,1953.063965,87.03580475,
2491,105.0964813,1951.396973,87.04225159,
2490,105.0355759,1949.72998,87.03056335,
2489,105.1475677,1948.062988,87.03492737,
2488,105.0901413,1946.395996,87.0300293,
2487,105.088829,1944.729004,87.02418518,
2486,105.1371078,1943.062012,87.01338959,
2485,105.0840378,1941.394897,87.02024078,
2484,105.1375961,1939.727905,87.01459503,
2483,105.09198,1938.060913,87.00757599,
2482,105.1042709,1936.393921,87.0149765,
2481,105.1317444,1934.726929,87.01483917,
2480,105.0661545,1933.059937,87.00386047,
2479,105.1400146,1931.392944,86.99267578,
2478,105.1355362,1929.725952,87.0007782,
2477,105.1294098,1928.05896,86.99641418,
2476,105.1931152,1926.391968,87.01441193,
2475,105.1520615,1924.724976,86.99859619,
2474,105.1815033,1923.057983,86.98370361,
2473,105.1907043,1921.390991,86.97892761,
2472,105.178772,1919.723999,86.98062897,
2471,105.211319,1918.057007,86.99636078,
2470,105.161499,1916.390015,86.99411011,
2469,105.2025452,1914.7229,86.98203278,
2468,105.2006683,1913.055908,86.96942902,
2467,105.196106,1911.388916,86.97879791,
2466,105.242775,1909.721924,86.98188019,
2465,105.2063217,1908.054932,86.97458649,
2464,105.2238083,1906.387939,86.96082306,
2463,105.2342682,1904.720947,86.97018433,
2462,105.2341919,1903.053955,86.96392822,
2461,105.2145615,1901.386963,86.96908569,
2460,105.2191162,1899.719971,86.96382904,
2459,105.2340164,1898.052979,86.97011566,
2458,105.2275085,1896.385986,86.97467804,
2457,105.2442703,1894.718994,86.96417236,
2456,105.2683563,1893.052002,86.94548798,
2455,105.2702332,1891.38501,86.96017456,
2454,105.2745819,1889.717896,86.95531464,
2453,105.2972641,1888.050903,86.95471954,
2452,105.2932892,1886.383911,86.95245361,
2451,105.2798538,1884.716919,86.943573,
2450,105.2935104,1883.049927,86.94190216,
2449,105.286232,1881.382935,86.93819427,
2448,105.2761917,1879.715942,86.93319702,
2447,105.2933426,1878.04895,86.92442322,
2446,105.2828827,1876.381958,86.91632843,
2445,105.2993393,1874.714966,86.92723846,
2444,105.2996902,1873.047974,86.91602325,
2443,105.3258057,1871.380981,86.91753387,
2442,105.3346863,1869.713989,86.92369843,
2441,105.3151474,1868.046997,86.93235779,
2440,105.3627701,1866.380005,86.94384003,
2439,105.3250427,1864.713013,86.93421173,
2438,105.3534622,1863.045898,86.91919708,
2437,105.3492279,1861.378906,86.92045593,
2436,105.3323288,1859.711914,86.90188599,
2435,105.3652878,1858.044922,86.90573883,
2434,105.3383255,1856.37793,86.89913177,
2433,105.3806686,1854.710938,86.90377808,
2432,105.3601761,1853.043945,86.89958191,
2431,105.3674316,1851.376953,86.9045639,
2430,105.424057,1849.709961,86.88549042,
2429,105.3533401,1848.042969,86.87722778,
2428,105.4104767,1846.375977,86.88692474,
2427,105.385231,1844.708984,86.89909363,
2426,105.3762283,1843.041992,86.89485168,
2425,105.4236526,1841.375,86.87525177,
2424,105.3681259,1839.708008,86.87260437,
2423,105.4444656,1838.040894,86.87117004,
2422,105.4038544,1836.373901,86.87494659,
2421,105.4350891,1834.706909,86.87580872,
2420,105.4606171,1833.039917,86.87535858,
2419,105.4156876,1831.372925,86.86685181,
2418,105.4681549,1829.705933,86.85632324,
2417,105.3997879,1828.03894,86.86540222,
2416,105.442215,1826.371948,86.87295532,
2415,105.4237213,1824.704956,86.86632538,
2414,105.4033737,1823.037964,86.84513855,
2413,105.4658203,1821.370972,86.84124756,
2412,105.4089203,1819.703979,86.84783173,
2411,105.4942627,1818.036987,86.86194611,
2410,105.4722061,1816.369995,86.85160065,
2409,105.4613342,1814.703003,86.83911896,
2408,105.5285492,1813.036011,86.84083557,
2407,105.4357758,1811.368896,86.83881378,
2406,105.5156097,1809.701904,86.84395599,
2405,105.4512634,1808.034912,86.83265686,
2404,105.4716797,1806.36792,86.82764435,
2403,105.5028687,1804.700928,86.82917786,
2402,105.4554138,1803.033936,86.82659149,
2401,105.5367432,1801.366943,86.82685852,
2400,105.4643021,1799.699951,86.8212204,
2399,105.5439148,1798.032959,86.82542419,
2398,105.525383,1796.365967,86.81385803,
2397,105.5028687,1794.698975,86.81121826,
2396,105.5503159,1793.031982,86.80462646,
2395,105.4616241,1791.36499,86.80109406,
2394,105.5493317,1789.697998,86.80181885,
2393,105.4857864,1788.031006,86.80239868,
2392,105.5241852,1786.363892,86.8013382,
2391,105.5409546,1784.696899,86.79866028,
2390,105.506752,1783.029907,86.7999115,
2389,105.5911331,1781.362915,86.79253387,
2388,105.5129395,1779.695923,86.78833008,
2387,105.5946808,1778.028931,86.78958893,
2386,105.5309296,1776.361938,86.78013611,
2385,105.5467834,1774.694946,86.77958679,
2384,105.5692215,1773.027954,86.77772522,
2383,105.5123901,1771.360962,86.77880096,
2382,105.5846786,1769.69397,86.77249908,
2381,105.5119629,1768.026978,86.77478027,
2380,105.593071,1766.359985,86.77275085,
2379,105.5501785,1764.692993,86.76649475,
2378,105.58815,1763.026001,86.76445007,
2377,105.5886765,1761.359009,86.76184082,
2376,105.5575256,1759.691895,86.76784515,
2375,105.6069717,1758.024902,86.76063538,
2374,105.5338974,1756.35791,86.75694275,
2373,105.6085968,1754.690918,86.75409698,
2372,105.5410767,1753.023926,86.74948883,
2371,105.5895233,1751.356934,86.74869537,
2370,105.5901489,1749.689941,86.7492981,
2369,105.5533981,1748.022949,86.74839783,
2368,105.631279,1746.355957,86.73879242,
2367,105.5594177,1744.688965,86.74563599,
2366,105.622673,1743.021973,86.74259949,
2365,105.5636902,1741.35498,86.73154449,
2364,105.5991211,1739.687988,86.72836304,
2363,105.5800552,1738.020996,86.74080658,
2362,105.5505524,1736.354004,86.72663879,
2361,105.6192169,1734.68689,86.72701263,
2360,105.5381088,1733.019897,86.72996521,
2359,105.6287766,1731.352905,86.7226181,
2358,105.5706635,1729.685913,86.71925354,
2357,105.6143494,1728.018921,86.71756744,
2356,105.6041718,1726.351929,86.72173309,
2355,105.5848007,1724.684937,86.71958923,
2354,105.6062851,1723.017944,86.71517944,
2353,105.5463333,1721.350952,86.71107483,
2352,105.6110764,1719.68396,86.70789337,
2351,105.5424118,1718.016968,86.70739746,
2350,105.6038742,1716.349976,86.70326233,
2349,105.5747375,1714.682983,86.69671631,
2348,105.5784454,1713.015991,86.69934082,
2347,105.6075897,1711.348999,86.69647217,
2346,105.5631409,1709.682007,86.68735504,
2345,105.6065903,1708.014893,86.68491364,
2344,105.5405273,1706.3479,86.68399811,
2343,105.5917587,1704.680908,86.68125916,
2342,105.5232849,1703.013916,86.6741333,
2341,105.5538864,1701.346924,86.6747818,
2340,105.5493622,1699.679932,86.66919708,
2339,105.5261154,1698.012939,86.67021179,
2338,105.5830994,1696.345947,86.67084503,
2337,105.5166702,1694.678955,86.66616821,
2336,105.5731812,1693.011963,86.66454315,
2335,105.5038834,1691.344971,86.66130066,
2334,105.5407867,1689.677979,86.65641785,
2333,105.4964752,1688.010986,86.65996552,
2332,105.508255,1686.343994,86.65049744,
2331,105.4962387,1684.677002,86.64820862,
2330,105.4610748,1683.009888,86.64457703,
2329,105.5178299,1681.342896,86.64411926,
2328,105.4474335,1679.675903,86.63819885,
2327,105.5144882,1678.008911,86.6385498,
2326,105.4482574,1676.341919,86.6348114,
2325,105.4791107,1674.674927,86.63224792,
2324,105.4456253,1673.007935,86.63220215,
2323,105.4350128,1671.340942,86.62552643,
2322,105.4502258,1669.67395,86.62866974,
2321,105.3867111,1668.006958,86.61850739,
2320,105.4497986,1666.339966,86.62397766,
2319,105.3526306,1664.672974,86.61871338,
2318,105.43116,1663.005981,86.61522675,
2317,105.3608856,1661.338989,86.61023712,
2316,105.3990707,1659.671997,86.60518646,
2315,105.3536911,1658.005005,86.59908295,
2314,105.35009,1656.337891,86.59934235,
2313,105.341217,1654.670898,86.6015625,
2312,105.2950897,1653.003906,86.59497833,
2311,105.3247833,1651.336914,86.59418488,
2310,105.2478104,1649.669922,86.59474945,
2309,105.3010712,1648.00293,86.58940887,
2308,105.2343979,1646.335938,86.58301544,
2307,105.2619019,1644.668945,86.57789612,
2306,105.2127686,1643.001953,86.58313751,
2305,105.2095795,1641.334961,86.57794952,
2304,105.1866989,1639.667969,86.57891083,
2303,105.1399689,1638.000977,86.57611847,
2302,105.1548843,1636.333984,86.57053375,
2301,105.0965576,1634.666992,86.56008911,
2300,105.0885315,1633,86.56369781,
2299,105.0602417,1631.332886,86.55670166,
2298,105.0404282,1629.665894,86.55879211,
2297,105.0116272,1627.998901,86.55010986,
2296,104.9909744,1626.331909,86.54833221,
2295,104.9583435,1624.664917,86.54716492,
2294,104.9207306,1622.997925,86.54786682,
2293,104.8987045,1621.330933,86.53421021,
2292,104.8473816,1619.66394,86.53781128,
2291,104.821991,1617.996948,86.53429413,
2290,104.7951126,1616.329956,86.53052521,
2289,104.7337189,1614.662964,86.52254486,
2288,104.7466431,1612.995972,86.52063751,
2287,104.6641922,1611.328979,86.52136993,
2286,104.6622314,1609.661987,86.52050018,
2285,104.6008682,1607.994995,86.51043701,
2284,104.5736694,1606.328003,86.50749207,
2283,104.5023575,1604.660889,86.50845337,
2282,104.4973755,1602.993896,86.51625824,
2281,104.4231262,1601.326904,86.50200653,
2280,104.3926697,1599.659912,86.49732208,
2279,104.3544922,1597.99292,86.49686432,
2278,104.2790527,1596.325928,86.49417114,
2277,104.2648087,1594.658936,86.49267578,
2276,104.1905899,1592.991943,86.48805237,
2275,104.1669388,1591.324951,86.48049164,
2274,104.104805,1589.657959,86.47302246,
2273,104.063179,1587.990967,86.47449493,
2272,103.9933167,1586.323975,86.47517395,
2271,103.9575195,1584.656982,86.46897125,
2270,103.8980331,1582.98999,86.46704102,
2269,103.8643494,1581.322998,86.45926666,
2268,103.8200226,1579.655884,86.45977783,
2267,103.7837982,1577.988892,86.45781708,
2266,103.78759,1576.321899,86.45388794,
2265,103.7804947,1574.654907,86.44410706,
2264,103.7889709,1572.987915,86.44775391,
2263,103.8017426,1571.320923,86.43768311,
2262,103.8075104,1569.653931,86.43821716,
2261,103.8433533,1567.986938,86.4416275,
2260,103.8718491,1566.319946,86.43339539,
2259,103.9037094,1564.652954,86.43039703,
2258,103.9552689,1562.985962,86.4240036,
2257,103.9816513,1561.31897,86.41741943,
2256,104.0246506,1559.651978,86.41920471,
2255,104.0456619,1557.984985,86.41423035,
2254,104.0897141,1556.317993,86.40606689,
2253,104.0911331,1554.651001,86.40595245,
2252,104.1370392,1552.983887,86.40187073,
2251,104.1473007,1551.316895,86.39824677,
2250,104.1820679,1549.649902,86.3943634,
2249,104.1973495,1547.98291,86.39350891,
2248,104.2121506,1546.315918,86.39372253,
2247,104.2429962,1544.648926,86.38383484,
2246,104.2408905,1542.981934,86.37561035,
2245,104.2627335,1541.314941,86.38249207,
2244,104.2734299,1539.647949,86.3717041,
2243,104.2884216,1537.980957,86.37218475,
2242,104.2908936,1536.313965,86.37155914,
2241,104.3339233,1534.646973,86.36683655,
2240,104.3055267,1532.97998,86.36605835,
2239,104.3644638,1531.312988,86.3584671,
2238,104.33564,1529.645996,86.36206055,
2237,104.375885,1527.978882,86.35417938,
2236,104.366745,1526.31189,86.34619141,
2235,104.4008102,1524.644897,86.34492493,
2234,104.3849106,1522.977905,86.34175873,
2233,104.4215317,1521.310913,86.3334198,
2232,104.3972931,1519.643921,86.33036041,
2231,104.4334641,1517.976929,86.32763672,
2230,104.4329147,1516.309937,86.33063507,
2229,104.4478531,1514.642944,86.32144165,
2228,104.4648895,1512.975952,86.31990051,
2227,104.4707184,1511.30896,86.32362366,
2226,104.4727097,1509.641968,86.30712891,
2225,104.4871445,1507.974976,86.30763245,
2224,104.4882813,1506.307983,86.30966187,
2223,104.5039291,1504.640991,86.29914856,
2222,104.5227661,1502.973999,86.29155731,
2221,104.5157089,1501.306885,86.29380798,
2220,104.545929,1499.639893,86.28981781,
2219,104.5425186,1497.9729,86.27971649,
2218,104.5641098,1496.305908,86.28688812,
2217,104.5573578,1494.638916,86.27744293,
2216,104.5709152,1492.971924,86.2726593,
2215,104.5697479,1491.304932,86.26278687,
2214,104.5965652,1489.637939,86.26825714,
2213,104.5811386,1487.970947,86.26084137,
2212,104.6175156,1486.303955,86.25366211,
2211,104.6006546,1484.636963,86.24530792,
2210,104.6300507,1482.969971,86.25556183,
2209,104.625,1481.302979,86.23593903,
2208,104.6254272,1479.635986,86.24064636,
2207,104.6355743,1477.968994,86.23828125,
2206,104.6364517,1476.30188,86.23294067,
2205,104.6298981,1474.634888,86.22762299,
2204,104.6585312,1472.967896,86.22126007,
2203,104.6435928,1471.300903,86.22249603,
2202,104.6633224,1469.633911,86.22122955,
2201,104.6581116,1467.966919,86.21225739,
2200,104.6635132,1466.299927,86.20274353,
2199,104.6639099,1464.632935,86.20639801,
2198,104.6581116,1462.965942,86.20601654,
2197,104.6577301,1461.29895,86.20121765,
2196,104.6594009,1459.631958,86.19286346,
2195,104.6481705,1457.964966,86.19070435,
2194,104.6491241,1456.297974,86.19437408,
2193,104.6388016,1454.630981,86.18009186,
2192,104.6264038,1452.963989,86.17394257,
2191,104.6095505,1451.296997,86.16862488,
2190,104.5860901,1449.629883,86.16965485,
2189,104.5677414,1447.962891,86.16397858,
2188,104.5497513,1446.295898,86.15601349,
2187,104.5189743,1444.628906,86.14665222,
2186,104.5166931,1442.961914,86.15027618,
2185,104.4527664,1441.294922,86.15590668,
2184,104.4342651,1439.62793,86.1565094,
2183,104.3656235,1437.960938,86.13743591,
2182,104.3369141,1436.293945,86.13775635,
2181,104.2795639,1434.626953,86.13872528,
2180,104.2454987,1432.959961,86.12623596,
2179,104.1760712,1431.292969,86.10778046,
2178,104.1684113,1429.625977,86.11904144,
2177,104.1102066,1427.958984,86.11792755,
2176,104.1168213,1426.291992,86.11373138,
2175,104.0867767,1424.624878,86.10505676,
2174,104.1038742,1422.957886,86.10482788,
2173,104.0849533,1421.290894,86.09432983,
2172,104.0924301,1419.623901,86.09147644,
2171,104.0944214,1417.956909,86.08804321,
2170,104.0862198,1416.289917,86.09675598,
2169,104.0731277,1414.622925,86.07874298,
2168,104.0844574,1412.955933,86.08660126,
2167,104.0628815,1411.28894,86.07881927,
2166,104.0775909,1409.621948,86.0532608,
2165,104.0627365,1407.954956,86.05633545,
2164,104.0654907,1406.287964,86.04268646,
2163,104.0628586,1404.620972,86.04734039,
2162,104.03936,1402.953979,86.05186462,
2161,104.0611267,1401.286987,86.03357697,
2160,104.0474777,1399.619995,86.04177094,
2159,104.0474396,1397.952881,86.05013275,
2158,104.0320053,1396.285889,86.01534271,
2157,104.0380249,1394.618896,86.01659393,
2156,104.0333862,1392.951904,86.03166962,
2155,104.0394897,1391.284912,86.02439117,
2154,104.0196915,1389.61792,86.01258087,
2153,104.0374985,1387.950928,86.00547791,
2152,104.0072327,1386.283936,85.99777222,
2151,104.0310593,1384.616943,85.98938751,
2150,104.0092316,1382.949951,85.98636627,
2149,104.0225525,1381.282959,85.99430084,
2148,104.0092697,1379.615967,86.0207901,
2147,104.00914,1377.948975,86.02479553,
2146,104.001297,1376.281982,85.99085236,
2145,104.0096436,1374.61499,85.97952271,
2144,103.9911728,1372.947876,85.9606781,
2143,104.0053101,1371.280884,85.94631958,
2142,103.9813385,1369.613892,85.95705414,
2141,103.9980621,1367.946899,85.95663452,
2140,103.9855728,1366.279907,85.9473114,
2139,103.9930573,1364.612915,85.93930817,
2138,103.9862976,1362.945923,85.93729401,
2137,103.9805908,1361.278931,85.93054199,
2136,103.9837952,1359.611938,85.95545959,
2135,103.9723511,1357.944946,85.95103455,
2134,103.9824524,1356.277954,85.93021393,
2133,103.9615021,1354.610962,85.92485046,
2132,103.970314,1352.94397,85.93556976,
2131,103.9655685,1351.276978,85.92925262,
2130,103.9726715,1349.609985,85.91567993,
2129,103.967453,1347.942993,85.90601349,
2128,103.9736176,1346.275879,85.89915466,
2127,103.9513245,1344.608887,85.89633179,
2126,103.972374,1342.941895,85.88756561,
2125,103.9391632,1341.274902,85.87403107,
2124,103.9715424,1339.60791,85.87191772,
2123,103.9461517,1337.940918,85.87329865,
2122,103.9548035,1336.273926,85.87226105,
2121,103.9514694,1334.606934,85.86056519,
2120,103.9386139,1332.939941,85.86333466,
2119,103.9527283,1331.272949,85.8553772,
2118,103.9279099,1329.605957,85.8600769,
2117,103.9550629,1327.938965,85.84732056,
2116,103.9374847,1326.271973,85.83805847,
2115,103.9429779,1324.60498,85.83784485,
2114,103.9335632,1322.937988,85.83276367,
2113,103.9373779,1321.270874,85.82685852,
2112,103.9346466,1319.603882,85.82369995,
2111,103.9328461,1317.93689,85.81415558,
2110,103.9227982,1316.269897,85.80871582,
2109,103.9297485,1314.602905,85.80067444,
2108,103.9180069,1312.935913,85.80171204,
2107,103.9274445,1311.268921,85.78762817,
2106,103.9231796,1309.601929,85.78470612,
2105,103.9252319,1307.934937,85.78264618,
2104,103.9203873,1306.267944,85.76612854,
2103,103.9108658,1304.600952,85.75519562,
2102,103.9162903,1302.93396,85.76663971,
2101,103.8983002,1301.266968,85.76567078,
2100,103.9128799,1299.599976,85.75519562,
2099,103.8978119,1297.932983,85.74936676,
2098,103.9111481,1296.265991,85.75009155,
2097,103.8977051,1294.598877,85.74022675,
2096,103.8970261,1292.931885,85.73079681,
2095,103.8995895,1291.264893,85.73543549,
2094,103.8819275,1289.5979,85.73530579,
2093,103.8965454,1287.930908,85.72792816,
2092,103.8800964,1286.263916,85.71832275,
2091,103.8961029,1284.596924,85.71704102,
2090,103.8798599,1282.929932,85.71040344,
2089,103.8865814,1281.262939,85.69908905,
2088,103.8890228,1279.595947,85.68893433,
2087,103.8763199,1277.928955,85.69334412,
2086,103.8856735,1276.261963,85.6941452,
2085,103.8741684,1274.594971,85.69802094,
2084,103.8816452,1272.927979,85.6772995,
2083,103.8745041,1271.260986,85.66620636,
2082,103.8803253,1269.593872,85.66790771,
2081,103.8684616,1267.92688,85.65739441,
2080,103.8752823,1266.259888,85.65104675,
2079,103.8722153,1264.592896,85.64091492,
2078,103.8595047,1262.925903,85.64516449,
2077,103.8749695,1261.258911,85.63247681,
2076,103.8647156,1259.591919,85.63079834,
2075,103.8708191,1257.924927,85.61819458,
2074,103.8570251,1256.257935,85.62384796,
2073,103.8701859,1254.590942,85.618927,
2072,103.8705368,1252.92395,85.61156464,
2071,103.8673859,1251.256958,85.60144806,
2070,103.8634567,1249.589966,85.59358978,
2069,103.8627625,1247.922974,85.58877563,
2068,103.861824,1246.255981,85.59589386,
2067,103.8629761,1244.588989,85.5815506,
2066,103.8593903,1242.921875,85.56938171,
2065,103.8628693,1241.254883,85.56731415,
2064,103.8601532,1239.587891,85.56108093,
2063,103.8566971,1237.920898,85.55383301,
2062,103.8646545,1236.253906,85.54521942,
2061,103.8553848,1234.586914,85.53855896,
2060,103.8643036,1232.919922,85.53755951,
2059,103.8536911,1231.25293,85.52773285,
2058,103.8620453,1229.585938,85.52019501,
2057,103.8611755,1227.918945,85.51757813,
2056,103.8512115,1226.251953,85.52029419,
2055,103.8599701,1224.584961,85.50585175,
2054,103.84729,1222.917969,85.49966431,
2053,103.8623123,1221.250977,85.50051117,
2052,103.8489075,1219.583984,85.50058746,
2051,103.8548431,1217.91687,85.4822464,
2050,103.8525925,1216.249878,85.47173309,
2049,103.8548203,1214.582886,85.4787674,
2048,103.8533173,1212.915894,85.46134186,
2047,103.8555603,1211.248901,85.45560455,
2046,103.8493042,1209.581909,85.44979095,
2045,103.858757,1207.914917,85.44463348,
2044,103.8498383,1206.247925,85.4330368,
2043,103.8534851,1204.580933,85.42978668,
2042,103.8455276,1202.91394,85.41881561,
2041,103.8544388,1201.246948,85.41586304,
2040,103.847084,1199.579956,85.42048645,
2039,103.8512268,1197.912964,85.37815857,
2038,103.8501282,1196.245972,85.37522888,
